time_key,hour,minute,time_of_day_band,is_business_hour
1250,12,50,afternoon,TRUE
1251,12,51,afternoon,TRUE
1252,12,52,afternoon,TRUE
1253,12,53,afternoon,TRUE
1254,12,54,afternoon,TRUE
1255,12,55,afternoon,TRUE
1256,12,56,afternoon,TRUE
1257,12,57,afternoon,TRUE
1258,12,58,afternoon,TRUE
1259,12,59,afternoon,TRUE
1300,13,0,afternoon,TRUE
1301,13,1,afternoon,TRUE
1302,13,2,afternoon,TRUE
1303,13,3,afternoon,TRUE
1304,13,4,afternoon,TRUE
1305,13,5,afternoon,TRUE
1306,13,6,afternoon,TRUE
1307,13,7,afternoon,TRUE
1308,13,8,afternoon,TRUE
1309,13,9,afternoon,TRUE
1310,13,10,afternoon,TRUE
1311,13,11,afternoon,TRUE
1312,13,12,afternoon,TRUE
1313,13,13,afternoon,TRUE
1314,13,14,afternoon,TRUE
1315,13,15,afternoon,TRUE
1316,13,16,afternoon,TRUE
1317,13,17,afternoon,TRUE
1318,13,18,afternoon,TRUE
1319,13,19,afternoon,TRUE
1320,13,20,afternoon,TRUE
1321,13,21,afternoon,TRUE
1322,13,22,afternoon,TRUE
1323,13,23,afternoon,TRUE
1324,13,24,afternoon,TRUE
1325,13,25,afternoon,TRUE
1326,13,26,afternoon,TRUE
1327,13,27,afternoon,TRUE
1328,13,28,afternoon,TRUE
1329,13,29,afternoon,TRUE
1330,13,30,afternoon,TRUE
1331,13,31,afternoon,TRUE
1332,13,32,afternoon,TRUE
1333,13,33,afternoon,TRUE
1334,13,34,afternoon,TRUE
1335,13,35,afternoon,TRUE
1336,13,36,afternoon,TRUE
1337,13,37,afternoon,TRUE
1338,13,38,afternoon,TRUE
1339,13,39,afternoon,TRUE
1340,13,40,afternoon,TRUE
1341,13,41,afternoon,TRUE
1342,13,42,afternoon,TRUE
1343,13,43,afternoon,TRUE
1344,13,44,afternoon,TRUE
1345,13,45,afternoon,TRUE
1346,13,46,afternoon,TRUE
1347,13,47,afternoon,TRUE
1348,13,48,afternoon,TRUE
1349,13,49,afternoon,TRUE
1350,13,50,afternoon,TRUE
1351,13,51,afternoon,TRUE
1352,13,52,afternoon,TRUE
1353,13,53,afternoon,TRUE
1354,13,54,afternoon,TRUE
1355,13,55,afternoon,TRUE
1356,13,56,afternoon,TRUE
1357,13,57,afternoon,TRUE
1358,13,58,afternoon,TRUE
1359,13,59,afternoon,TRUE
1400,14,0,afternoon,TRUE
1401,14,1,afternoon,TRUE
1402,14,2,afternoon,TRUE
1403,14,3,afternoon,TRUE
1404,14,4,afternoon,TRUE
1405,14,5,afternoon,TRUE
1406,14,6,afternoon,TRUE
1407,14,7,afternoon,TRUE
1408,14,8,afternoon,TRUE
1409,14,9,afternoon,TRUE
1410,14,10,afternoon,TRUE
1411,14,11,afternoon,TRUE
1412,14,12,afternoon,TRUE
1413,14,13,afternoon,TRUE
1414,14,14,afternoon,TRUE
1415,14,15,afternoon,TRUE
1416,14,16,afternoon,TRUE
1417,14,17,afternoon,TRUE
1418,14,18,afternoon,TRUE
1419,14,19,afternoon,TRUE
1420,14,20,afternoon,TRUE
1421,14,21,afternoon,TRUE
1422,14,22,afternoon,TRUE
1423,14,23,afternoon,TRUE
1424,14,24,afternoon,TRUE
1425,14,25,afternoon,TRUE
1426,14,26,afternoon,TRUE
1427,14,27,afternoon,TRUE
1428,14,28,afternoon,TRUE
1429,14,29,afternoon,TRUE
1430,14,30,afternoon,TRUE
1431,14,31,afternoon,TRUE
1432,14,32,afternoon,TRUE
1433,14,33,afternoon,TRUE
1434,14,34,afternoon,TRUE
1435,14,35,afternoon,TRUE
1436,14,36,afternoon,TRUE
1437,14,37,afternoon,TRUE
1438,14,38,afternoon,TRUE
1439,14,39,afternoon,TRUE
1440,14,40,afternoon,TRUE
1441,14,41,afternoon,TRUE
1442,14,42,afternoon,TRUE
1443,14,43,afternoon,TRUE
1444,14,44,afternoon,TRUE
1445,14,45,afternoon,TRUE
1446,14,46,afternoon,TRUE
1447,14,47,afternoon,TRUE
1448,14,48,afternoon,TRUE
1449,14,49,afternoon,TRUE
1450,14,50,afternoon,TRUE
1451,14,51,afternoon,TRUE
1452,14,52,afternoon,TRUE
1453,14,53,afternoon,TRUE
1454,14,54,afternoon,TRUE
1455,14,55,afternoon,TRUE
1456,14,56,afternoon,TRUE
1457,14,57,afternoon,TRUE
1458,14,58,afternoon,TRUE
1459,14,59,afternoon,TRUE
1500,15,0,afternoon,TRUE
1501,15,1,afternoon,TRUE
1502,15,2,afternoon,TRUE
1503,15,3,afternoon,TRUE
1504,15,4,afternoon,TRUE
1505,15,5,afternoon,TRUE
1506,15,6,afternoon,TRUE
1507,15,7,afternoon,TRUE
1508,15,8,afternoon,TRUE
1509,15,9,afternoon,TRUE
1510,15,10,afternoon,TRUE
1511,15,11,afternoon,TRUE
1512,15,12,afternoon,TRUE
1513,15,13,afternoon,TRUE
1514,15,14,afternoon,TRUE
1515,15,15,afternoon,TRUE
1516,15,16,afternoon,TRUE
1517,15,17,afternoon,TRUE
1518,15,18,afternoon,TRUE
1519,15,19,afternoon,TRUE
1520,15,20,afternoon,TRUE
1521,15,21,afternoon,TRUE
1522,15,22,afternoon,TRUE
1523,15,23,afternoon,TRUE
1524,15,24,afternoon,TRUE
1525,15,25,afternoon,TRUE
1526,15,26,afternoon,TRUE
1527,15,27,afternoon,TRUE
1528,15,28,afternoon,TRUE
1529,15,29,afternoon,TRUE
1530,15,30,afternoon,TRUE
1531,15,31,afternoon,TRUE
1532,15,32,afternoon,TRUE
1533,15,33,afternoon,TRUE
1534,15,34,afternoon,TRUE
1535,15,35,afternoon,TRUE
1536,15,36,afternoon,TRUE
1537,15,37,afternoon,TRUE
1538,15,38,afternoon,TRUE
1539,15,39,afternoon,TRUE
1540,15,40,afternoon,TRUE
1541,15,41,afternoon,TRUE
1542,15,42,afternoon,TRUE
1543,15,43,afternoon,TRUE
1544,15,44,afternoon,TRUE
1545,15,45,afternoon,TRUE
1546,15,46,afternoon,TRUE
1547,15,47,afternoon,TRUE
1548,15,48,afternoon,TRUE
1549,15,49,afternoon,TRUE
1550,15,50,afternoon,TRUE
1551,15,51,afternoon,TRUE
1552,15,52,afternoon,TRUE
1553,15,53,afternoon,TRUE
1554,15,54,afternoon,TRUE
1555,15,55,afternoon,TRUE
1556,15,56,afternoon,TRUE
1557,15,57,afternoon,TRUE
1558,15,58,afternoon,TRUE
1559,15,59,afternoon,TRUE
1600,16,0,afternoon,TRUE
1601,16,1,afternoon,TRUE
1602,16,2,afternoon,TRUE
1603,16,3,afternoon,TRUE
1604,16,4,afternoon,TRUE
1605,16,5,afternoon,TRUE
1606,16,6,afternoon,TRUE
1607,16,7,afternoon,TRUE
1608,16,8,afternoon,TRUE
1609,16,9,afternoon,TRUE
1610,16,10,afternoon,TRUE
1611,16,11,afternoon,TRUE
1612,16,12,afternoon,TRUE
1613,16,13,afternoon,TRUE
1614,16,14,afternoon,TRUE
1615,16,15,afternoon,TRUE
1616,16,16,afternoon,TRUE
1617,16,17,afternoon,TRUE
1618,16,18,afternoon,TRUE
1619,16,19,afternoon,TRUE
1620,16,20,afternoon,TRUE
1621,16,21,afternoon,TRUE
1622,16,22,afternoon,TRUE
1623,16,23,afternoon,TRUE
1624,16,24,afternoon,TRUE
1625,16,25,afternoon,TRUE
1626,16,26,afternoon,TRUE
1627,16,27,afternoon,TRUE
1628,16,28,afternoon,TRUE
1629,16,29,afternoon,TRUE
1630,16,30,afternoon,TRUE
1631,16,31,afternoon,TRUE
1632,16,32,afternoon,TRUE
1633,16,33,afternoon,TRUE
1634,16,34,afternoon,TRUE
1635,16,35,afternoon,TRUE
1636,16,36,afternoon,TRUE
1637,16,37,afternoon,TRUE
1638,16,38,afternoon,TRUE
1639,16,39,afternoon,TRUE
1640,16,40,afternoon,TRUE
1641,16,41,afternoon,TRUE
1642,16,42,afternoon,TRUE
1643,16,43,afternoon,TRUE
1644,16,44,afternoon,TRUE
1645,16,45,afternoon,TRUE
1646,16,46,afternoon,TRUE
1647,16,47,afternoon,TRUE
1648,16,48,afternoon,TRUE
1649,16,49,afternoon,TRUE
1650,16,50,afternoon,TRUE
1651,16,51,afternoon,TRUE
1652,16,52,afternoon,TRUE
1653,16,53,afternoon,TRUE
1654,16,54,afternoon,TRUE
1655,16,55,afternoon,TRUE
1656,16,56,afternoon,TRUE
1657,16,57,afternoon,TRUE
1658,16,58,afternoon,TRUE
1659,16,59,afternoon,TRUE
1700,17,0,afternoon,FALSE
1701,17,1,afternoon,FALSE
1702,17,2,afternoon,FALSE
1703,17,3,afternoon,FALSE
1704,17,4,afternoon,FALSE
1705,17,5,afternoon,FALSE
1706,17,6,afternoon,FALSE
1707,17,7,afternoon,FALSE
1708,17,8,afternoon,FALSE
1709,17,9,afternoon,FALSE
1710,17,10,afternoon,FALSE
1711,17,11,afternoon,FALSE
1712,17,12,afternoon,FALSE
1713,17,13,afternoon,FALSE
1714,17,14,afternoon,FALSE
1715,17,15,afternoon,FALSE
1716,17,16,afternoon,FALSE
1717,17,17,afternoon,FALSE
1718,17,18,afternoon,FALSE
1719,17,19,afternoon,FALSE
1720,17,20,afternoon,FALSE
1721,17,21,afternoon,FALSE
1722,17,22,afternoon,FALSE
1723,17,23,afternoon,FALSE
1724,17,24,afternoon,FALSE
1725,17,25,afternoon,FALSE
1726,17,26,afternoon,FALSE
1727,17,27,afternoon,FALSE
1728,17,28,afternoon,FALSE
1729,17,29,afternoon,FALSE
1730,17,30,afternoon,FALSE
1731,17,31,afternoon,FALSE
1732,17,32,afternoon,FALSE
1733,17,33,afternoon,FALSE
1734,17,34,afternoon,FALSE
1735,17,35,afternoon,FALSE
1736,17,36,afternoon,FALSE
1737,17,37,afternoon,FALSE
1738,17,38,afternoon,FALSE
1739,17,39,afternoon,FALSE
1740,17,40,afternoon,FALSE
1741,17,41,afternoon,FALSE
1742,17,42,afternoon,FALSE
1743,17,43,afternoon,FALSE
1744,17,44,afternoon,FALSE
1745,17,45,afternoon,FALSE
1746,17,46,afternoon,FALSE
1747,17,47,afternoon,FALSE
1748,17,48,afternoon,FALSE
1749,17,49,afternoon,FALSE
1750,17,50,afternoon,FALSE
1751,17,51,afternoon,FALSE
1752,17,52,afternoon,FALSE
1753,17,53,afternoon,FALSE
1754,17,54,afternoon,FALSE
1755,17,55,afternoon,FALSE
1756,17,56,afternoon,FALSE
1757,17,57,afternoon,FALSE
1758,17,58,afternoon,FALSE
1759,17,59,afternoon,FALSE
1800,18,0,evening,FALSE
1801,18,1,evening,FALSE
1802,18,2,evening,FALSE
1803,18,3,evening,FALSE
1804,18,4,evening,FALSE
1805,18,5,evening,FALSE
1806,18,6,evening,FALSE
1807,18,7,evening,FALSE
1808,18,8,evening,FALSE
1809,18,9,evening,FALSE
1810,18,10,evening,FALSE
1811,18,11,evening,FALSE
1812,18,12,evening,FALSE
1813,18,13,evening,FALSE
1814,18,14,evening,FALSE
1815,18,15,evening,FALSE
1816,18,16,evening,FALSE
1817,18,17,evening,FALSE
1818,18,18,evening,FALSE
1819,18,19,evening,FALSE
1820,18,20,evening,FALSE
1821,18,21,evening,FALSE
1822,18,22,evening,FALSE
1823,18,23,evening,FALSE
1824,18,24,evening,FALSE
1825,18,25,evening,FALSE
1826,18,26,evening,FALSE
1827,18,27,evening,FALSE
1828,18,28,evening,FALSE
1829,18,29,evening,FALSE
1830,18,30,evening,FALSE
1831,18,31,evening,FALSE
1832,18,32,evening,FALSE
1833,18,33,evening,FALSE
1834,18,34,evening,FALSE
1835,18,35,evening,FALSE
1836,18,36,evening,FALSE
1837,18,37,evening,FALSE
1838,18,38,evening,FALSE
1839,18,39,evening,FALSE
1840,18,40,evening,FALSE
1841,18,41,evening,FALSE
1842,18,42,evening,FALSE
1843,18,43,evening,FALSE
1844,18,44,evening,FALSE
1845,18,45,evening,FALSE
1846,18,46,evening,FALSE
1847,18,47,evening,FALSE
1848,18,48,evening,FALSE
1849,18,49,evening,FALSE
1850,18,50,evening,FALSE
1851,18,51,evening,FALSE
1852,18,52,evening,FALSE
1853,18,53,evening,FALSE
1854,18,54,evening,FALSE
1855,18,55,evening,FALSE
1856,18,56,evening,FALSE
1857,18,57,evening,FALSE
1858,18,58,evening,FALSE
1859,18,59,evening,FALSE
1900,19,0,evening,FALSE
1901,19,1,evening,FALSE
1902,19,2,evening,FALSE
1903,19,3,evening,FALSE
1904,19,4,evening,FALSE
1905,19,5,evening,FALSE
1906,19,6,evening,FALSE
1907,19,7,evening,FALSE
1908,19,8,evening,FALSE
1909,19,9,evening,FALSE
1910,19,10,evening,FALSE
1911,19,11,evening,FALSE
1912,19,12,evening,FALSE
1913,19,13,evening,FALSE
1914,19,14,evening,FALSE
1915,19,15,evening,FALSE
1916,19,16,evening,FALSE
1917,19,17,evening,FALSE
1918,19,18,evening,FALSE
1919,19,19,evening,FALSE
1920,19,20,evening,FALSE
1921,19,21,evening,FALSE
1922,19,22,evening,FALSE
1923,19,23,evening,FALSE
1924,19,24,evening,FALSE
1925,19,25,evening,FALSE
1926,19,26,evening,FALSE
1927,19,27,evening,FALSE
1928,19,28,evening,FALSE
1929,19,29,evening,FALSE
1930,19,30,evening,FALSE
1931,19,31,evening,FALSE
1932,19,32,evening,FALSE
1933,19,33,evening,FALSE
1934,19,34,evening,FALSE
1935,19,35,evening,FALSE
1936,19,36,evening,FALSE
1937,19,37,evening,FALSE
1938,19,38,evening,FALSE
1939,19,39,evening,FALSE
1940,19,40,evening,FALSE
1941,19,41,evening,FALSE
1942,19,42,evening,FALSE
1943,19,43,evening,FALSE
1944,19,44,evening,FALSE
1945,19,45,evening,FALSE
1946,19,46,evening,FALSE
1947,19,47,evening,FALSE
1948,19,48,evening,FALSE
1949,19,49,evening,FALSE
1950,19,50,evening,FALSE
1951,19,51,evening,FALSE
1952,19,52,evening,FALSE
1953,19,53,evening,FALSE
1954,19,54,evening,FALSE
1955,19,55,evening,FALSE
1956,19,56,evening,FALSE
1957,19,57,evening,FALSE
1958,19,58,evening,FALSE
1959,19,59,evening,FALSE
2000,20,0,evening,FALSE
2001,20,1,evening,FALSE
2002,20,2,evening,FALSE
2003,20,3,evening,FALSE
2004,20,4,evening,FALSE
2005,20,5,evening,FALSE
2006,20,6,evening,FALSE
2007,20,7,evening,FALSE
2008,20,8,evening,FALSE
2009,20,9,evening,FALSE
2010,20,10,evening,FALSE
2011,20,11,evening,FALSE
2012,20,12,evening,FALSE
2013,20,13,evening,FALSE
2014,20,14,evening,FALSE
2015,20,15,evening,FALSE
2016,20,16,evening,FALSE
2017,20,17,evening,FALSE
2018,20,18,evening,FALSE
2019,20,19,evening,FALSE
2020,20,20,evening,FALSE
2021,20,21,evening,FALSE
2022,20,22,evening,FALSE
2023,20,23,evening,FALSE
2024,20,24,evening,FALSE
2025,20,25,evening,FALSE
2026,20,26,evening,FALSE
2027,20,27,evening,FALSE
2028,20,28,evening,FALSE
2029,20,29,evening,FALSE
2030,20,30,evening,FALSE
2031,20,31,evening,FALSE
2032,20,32,evening,FALSE
2033,20,33,evening,FALSE
2034,20,34,evening,FALSE
2035,20,35,evening,FALSE
2036,20,36,evening,FALSE
2037,20,37,evening,FALSE
2038,20,38,evening,FALSE
2039,20,39,evening,FALSE
2040,20,40,evening,FALSE
2041,20,41,evening,FALSE
2042,20,42,evening,FALSE
2043,20,43,evening,FALSE
2044,20,44,evening,FALSE
2045,20,45,evening,FALSE
2046,20,46,evening,FALSE
2047,20,47,evening,FALSE
2048,20,48,evening,FALSE
2049,20,49,evening,FALSE
2050,20,50,evening,FALSE
2051,20,51,evening,FALSE
2052,20,52,evening,FALSE
2053,20,53,evening,FALSE
2054,20,54,evening,FALSE
2055,20,55,evening,FALSE
2056,20,56,evening,FALSE
2057,20,57,evening,FALSE
2058,20,58,evening,FALSE
2059,20,59,evening,FALSE
2100,21,0,evening,FALSE
2101,21,1,evening,FALSE
2102,21,2,evening,FALSE
2103,21,3,evening,FALSE
2104,21,4,evening,FALSE
2105,21,5,evening,FALSE
2106,21,6,evening,FALSE
2107,21,7,evening,FALSE
2108,21,8,evening,FALSE
2109,21,9,evening,FALSE
2110,21,10,evening,FALSE
2111,21,11,evening,FALSE
2112,21,12,evening,FALSE
2113,21,13,evening,FALSE
2114,21,14,evening,FALSE
2115,21,15,evening,FALSE
2116,21,16,evening,FALSE
2117,21,17,evening,FALSE
2118,21,18,evening,FALSE
2119,21,19,evening,FALSE
2120,21,20,evening,FALSE
2121,21,21,evening,FALSE
2122,21,22,evening,FALSE
2123,21,23,evening,FALSE
2124,21,24,evening,FALSE
2125,21,25,evening,FALSE
2126,21,26,evening,FALSE
2127,21,27,evening,FALSE
2128,21,28,evening,FALSE
2129,21,29,evening,FALSE
2130,21,30,evening,FALSE
2131,21,31,evening,FALSE
2132,21,32,evening,FALSE
2133,21,33,evening,FALSE
2134,21,34,evening,FALSE
2135,21,35,evening,FALSE
2136,21,36,evening,FALSE
2137,21,37,evening,FALSE
2138,21,38,evening,FALSE
2139,21,39,evening,FALSE
2140,21,40,evening,FALSE
2141,21,41,evening,FALSE
2142,21,42,evening,FALSE
2143,21,43,evening,FALSE
2144,21,44,evening,FALSE
2145,21,45,evening,FALSE
2146,21,46,evening,FALSE
2147,21,47,evening,FALSE
2148,21,48,evening,FALSE
2149,21,49,evening,FALSE
2150,21,50,evening,FALSE
2151,21,51,evening,FALSE
2152,21,52,evening,FALSE
2153,21,53,evening,FALSE
2154,21,54,evening,FALSE
2155,21,55,evening,FALSE
2156,21,56,evening,FALSE
2157,21,57,evening,FALSE
2158,21,58,evening,FALSE
2159,21,59,evening,FALSE
2200,22,0,evening,FALSE
2201,22,1,evening,FALSE
2202,22,2,evening,FALSE
2203,22,3,evening,FALSE
2204,22,4,evening,FALSE
2205,22,5,evening,FALSE
2206,22,6,evening,FALSE
2207,22,7,evening,FALSE
2208,22,8,evening,FALSE
2209,22,9,evening,FALSE
2210,22,10,evening,FALSE
2211,22,11,evening,FALSE
2212,22,12,evening,FALSE
2213,22,13,evening,FALSE
2214,22,14,evening,FALSE
2215,22,15,evening,FALSE
2216,22,16,evening,FALSE
2217,22,17,evening,FALSE
2218,22,18,evening,FALSE
2219,22,19,evening,FALSE
2220,22,20,evening,FALSE
2221,22,21,evening,FALSE
2222,22,22,evening,FALSE
2223,22,23,evening,FALSE
2224,22,24,evening,FALSE
2225,22,25,evening,FALSE
2226,22,26,evening,FALSE
2227,22,27,evening,FALSE
2228,22,28,evening,FALSE
2229,22,29,evening,FALSE
2230,22,30,evening,FALSE
2231,22,31,evening,FALSE
2232,22,32,evening,FALSE
2233,22,33,evening,FALSE
2234,22,34,evening,FALSE
2235,22,35,evening,FALSE
2236,22,36,evening,FALSE
2237,22,37,evening,FALSE
2238,22,38,evening,FALSE
2239,22,39,evening,FALSE
2240,22,40,evening,FALSE
2241,22,41,evening,FALSE
2242,22,42,evening,FALSE
2243,22,43,evening,FALSE
2244,22,44,evening,FALSE
2245,22,45,evening,FALSE
2246,22,46,evening,FALSE
2247,22,47,evening,FALSE
2248,22,48,evening,FALSE
2249,22,49,evening,FALSE
2250,22,50,evening,FALSE
2251,22,51,evening,FALSE
2252,22,52,evening,FALSE
2253,22,53,evening,FALSE
2254,22,54,evening,FALSE
2255,22,55,evening,FALSE
2256,22,56,evening,FALSE
2257,22,57,evening,FALSE
2258,22,58,evening,FALSE
2259,22,59,evening,FALSE
2300,23,0,evening,FALSE
2301,23,1,evening,FALSE
2302,23,2,evening,FALSE
2303,23,3,evening,FALSE
2304,23,4,evening,FALSE
2305,23,5,evening,FALSE
2306,23,6,evening,FALSE
2307,23,7,evening,FALSE
2308,23,8,evening,FALSE
2309,23,9,evening,FALSE
2310,23,10,evening,FALSE
2311,23,11,evening,FALSE
2312,23,12,evening,FALSE
2313,23,13,evening,FALSE
2314,23,14,evening,FALSE
2315,23,15,evening,FALSE
2316,23,16,evening,FALSE
2317,23,17,evening,FALSE
2318,23,18,evening,FALSE
2319,23,19,evening,FALSE
2320,23,20,evening,FALSE
2321,23,21,evening,FALSE
2322,23,22,evening,FALSE
2323,23,23,evening,FALSE
2324,23,24,evening,FALSE
2325,23,25,evening,FALSE
2326,23,26,evening,FALSE
2327,23,27,evening,FALSE
2328,23,28,evening,FALSE
2329,23,29,evening,FALSE
2330,23,30,evening,FALSE
2331,23,31,evening,FALSE
2332,23,32,evening,FALSE
2333,23,33,evening,FALSE
2334,23,34,evening,FALSE
2335,23,35,evening,FALSE
2336,23,36,evening,FALSE
2337,23,37,evening,FALSE
2338,23,38,evening,FALSE
2339,23,39,evening,FALSE
2340,23,40,evening,FALSE
2341,23,41,evening,FALSE
2342,23,42,evening,FALSE
2343,23,43,evening,FALSE
2344,23,44,evening,FALSE
2345,23,45,evening,FALSE
2346,23,46,evening,FALSE
2347,23,47,evening,FALSE
2348,23,48,evening,FALSE
2349,23,49,evening,FALSE
2350,23,50,evening,FALSE
2351,23,51,evening,FALSE
2352,23,52,evening,FALSE
2353,23,53,evening,FALSE
2354,23,54,evening,FALSE
2355,23,55,evening,FALSE
2356,23,56,evening,FALSE
2357,23,57,evening,FALSE
2358,23,58,evening,FALSE
2359,23,59,evening,FALSE
